0,1.5,1.40086805555556,0.7,,,,speed,sleep,Total time
0.0938477611494083,1.5,1.3703125,0.701909722222222,,,,0.5,1.5327,52.1804578037149
0.187512761149422,1.5,1.33975694444444,0.701909722222222,,,,,,
0.2813605222988,1.5,1.30920138888889,0.703819444444444,,,,,,
0.375025522298814,1.5,1.27864583333333,0.703819444444444,,,,,,
0.468873283448192,1.5,1.24809027777778,0.705729166666667,,,,,,
0.562721044597601,1.5,1.21753472222222,0.707638888888889,,,,,,
0.656568805746978,1.5,1.18697916666667,0.709548611111111,,,,,,
0.750233805746992,1.5,1.15642361111111,0.709548611111111,,,,,,
0.84408156689637,1.5,1.12586805555556,0.711458333333333,,,,,,
0.938475488395682,1.5,1.0953125,0.715277777777778,,,,,,
1.03286940989499,1.5,1.06475694444444,0.719097222222222,,,,,,
1.13510621620729,1.5,1.03420138888889,0.732465277777778,,,,,,
1.2521874662073,1.5,1.00364583333333,0.755381944444444,,,,,,
1.37287205633963,1.5,0.973090277777778,0.780208333333333,,,,,,
1.43510159431149,1.5,0.9578125,0.793576388888889,,,,,,
1.49733113228335,1.5,0.942534722222222,0.806944444444444,,,,,,
1.55956067025522,1.5,0.927256944444444,0.8203125,,,,,,
1.62179020822708,1.5,0.911979166666667,0.833680555555556,,,,,,
1.68401974619894,1.5,0.896701388888889,0.847048611111111,,,,,,
1.75025090285878,1.5,0.881423611111111,0.862326388888889,,,,,,
1.81248044083064,1.5,0.866145833333333,0.875694444444444,,,,,,
1.87871159749048,1.5,0.850868055555556,0.890972222222222,,,,,,
1.94094113546234,1.5,0.8375,0.90625,,,,,,
2.00717229212218,1.5,0.822222222222222,0.921527777777778,,,,,,
2.06940183009404,1.5,0.808854166666667,0.936805555555555,,,,,,
2.19008642022638,1.5,0.784027777777778,0.967361111111111,,,,,,
2.30716767022637,1.5,0.761111111111111,0.997916666666666,,,,,,
2.42083300356606,1.5,0.740104166666667,1.02847222222222,,,,,,
2.53128723390783,1.5,0.721006944444444,1.05902777777778,,,,,,
